rank,company,industry,revenue,employees,ticker,marketCap,sector,country,exchange,currency
10,AT&T Corp.,Telecommunications,53588.0,,ATT.L,,,,,
22,"American International Group,Inc.",Insurance: Property and Casualty (Stock),33296.0,,AIG,,,,,
26,Fannie Mae,Diversified Financials,31498.8,,FNMA,,,,,
29,Morgan Stanley Dean Witter & Co.,Securities,31131.0,,MS,,,,,
34,"Motorola, Inc.","Electronics, Electrical Equipment",29398.0,,MSI,,,,,
36,The Kroger Company,Food & Drug Stores,28203.3,,KR,,,,,
37,"Merck & Co., Inc.",Pharmaceuticals,26898.2,,MRK,,,,,
38,Chevron Corporation,Petroleum Refining,26801.0,,CVX,,,,,
40,Intel Corporation,Semiconductors,26273.0,,INTC,,,,,
41,Lockheed Martin Corporation,Aerospace & Defense,26266.0,,LMT,,,,,
42,The Allstate Corporation,Insurance: Property and Casualty (Stock),25879.0,,ALL,,,,,
46,"United Parcel Service of America, Inc.","Mail, Package, and Freight Delivery",24788.0,,UPS,,,,,
50,"ConAgra, Inc.",Food,23840.5,,CAG,,,,,
51,Johnson & Johnson,Pharmaceuticals,23657.0,,JNJ,,,,,
53,The Walt Disney Company,Entertainment,22976.0,,DIS,,,,,
54,"PepsiCo, Inc.",Beverages,22348.0,,PEP,,,,,
56,First Union Corporation,Commercial Banks,21543.0,,FHN,,,,,
57,CIGNA Corporation,Health Care,21437.0,,CI,,,,,
58,"Caterpillar, Inc.",Industrial and Farm Equipment,20977.0,,CAT,,,,,
59,McKesson HBOC Inc.,Wholesalers,20857.3,,MCK,,,,,
60,Loews Corporation,Insurance: Property and Casualty (Stock),20713.0,,L,,,,,
62,Wells Fargo & Co.,Commercial Banks,20482.0,,WFC,,,,,
63,Xerox Corporation,"Computers, Office Equipment",20019.0,,XRX,,,,,
67,American Stores Company,Food & Drug Stores,19866.7,,AXP,,,,,
71,International Paper Company,Forest and Paper Products,19500.0,,IP,,,,,
73,American Express Company,Diversified Financials,19132.0,,AXP,,,,,
76,J.P. Morgan & Co. Incorporated,Commercial Banks,18425.0,,JPM,,,,,
79,Freddie Mac,Diversified Financials,18048.0,,FMCC,,,,,
81,Duke Energy Corporation,Utilities: Gas and Electric,17610.0,,DUK,,,,,
83,"AutoNation, Inc.","Automotive Retailing, Services",17487.3,,AN,,,,,
85,Halliburton Company,Engineering & Construction,17353.1,,HAL,,,,,
90,Electronic Data Systems Corporation,Computer And Data Services,16891.0,,EA,,,,,
91,Archer Daniels Midland Company,Food,16108.6,,ADM,,,,,
93,"Cardinal Health, Inc.",Wholesalers,15918.1,,CAH,,,,,
95,"Federated Department Stores, Inc.",General Merchandisers,15833.0,,FHI,,,,,
96,"Alcoa, Inc.",Metals,15489.4,,AA,,,,,
97,Sysco Corporation,Wholesalers,15327.5,,SYY,,,,,
99,CVS Corporation,Food & Drug Stores,15273.6,,CVS,,,,,
2,Ford Motor Company,Motor Vehicles & Parts,153627.0,,F,,,,,
3,Exxon Corporation,Petroleum Refining,122379.0,,XOM,,,,,
4,"Wal-Mart Stores, Inc.",General Merchandisers,119299.0,,WMT,,,,,
5,General Electric Company,"Electronics, Electrical Equipment",90840.0,,GE,,,,,
6,International Business Machines Corporation,"Computers, Office Equipment",78508.0,,IBM,,,,,
10,AT&T Corp.,Telecommunications,53261.0,,ATT.L,,,,,
11,The Boeing Company,Aerospace & Defense,45800.0,,BA,,,,,
17,Travelers Group Inc.,Diversified Financials,37609.0,,TRV,,,,,
19,Chevron Corporation,Petroleum Refining,36376.0,,CVX,,,,,
26,"American International Group,Inc.",Insurance: Property and Casualty (Stock),30519.5,,AIG,,,,,
29,"Motorola, Inc.","Electronics, Electrical Equipment",29794.0,,MSI,,,,,
31,"PepsiCo, Inc.",Beverages,29292.0,,PEP,,,,,
32,Lockheed Martin Corporation,Aerospace & Defense,28069.0,,LMT,,,,,
33,Fannie Mae,Diversified Financials,27776.9,,FNMA,,,,,
36,The Kroger Company,Food & Drug Stores,26567.3,,KR,,,,,
38,Intel Corporation,Semiconductors,25070.0,,INTC,,,,,
39,The Allstate Corporation,Insurance: Property and Casualty (Stock),24949.0,,ALL,,,,,
45,"ConAgra, Inc.",Food,24002.1,,CAG,,,,,
46,"Merck & Co., Inc.",Pharmaceuticals,23636.9,,MRK,,,,,
49,Johnson & Johnson,Pharmaceuticals,22629.0,,JNJ,,,,,
51,The Walt Disney Company,Entertainment,22473.0,,DIS,,,,,
59,CIGNA Corporation,"Insurance: Life, Health (Stock)",20038.0,,CI,,,,,
63,Loews Corporation,Insurance: Property and Casualty (Stock),19647.8,,L,,,,,
65,American Stores Company,Food & Drug Stores,19138.9,,AXP,,,,,
66,"Caterpillar, Inc.",Industrial and Farm Equipment,18925.0,,CAT,,,,,
72,Xerox Corporation,"Computers, Office Equipment",18166.0,,XRX,,,,,
73,American Express Company,Diversified Financials,17760.0,,AXP,,,,,
74,J.P. Morgan & Co. Incorporated,Commercial Banks,17701.0,,JPM,,,,,
81,Duke Energy Corporation,Utilities: Gas and Electric,16308.9,,DUK,,,,,
83,"Federated Department Stores, Inc.",General Merchandisers,15668.3,,FHI,,,,,
88,Electronic Data Systems Corporation,Computer And Data Services,15235.6,,EA,,,,,
94,Sysco Corporation,Wholesalers,14454.6,,SYY,,,,,
96,First Union Corporation,Commercial Banks,14329.0,,FHN,,,,,
99,Archer Daniels Midland Company,Food,13853.3,,ADM,,,,,
2,Ford Motor Company,Motor Vehicles & Parts,137137.0,,F,,,,,
3,Exxon Corporation,Petroleum Refining,110009.0,,XOM,,,,,
4,"Wal-Mart Stores, Inc.",General Merchandisers,93627.0,,WMT,,,,,
5,AT&T Corp.,Telecommunications,79609.0,,ATT.L,,,,,
6,International Business Machines Corporation,"Computers, Office Equipment",71940.0,,IBM,,,,,
7,General Electric Company,"Electronics, Electrical Equipment",70028.0,,GE,,,,,
18,Chevron Corporation,Petroleum Refining,32094.0,,CVX,,,,,
21,"PepsiCo, Inc.",Food Services,30421.0,,PEP,,,,,
24,"Motorola, Inc.","Electronics, Electrical Equipment",27037.0,,MSI,,,,,
25,"American International Group,Inc.",Insurance: Property and Casualty (Stock),25874.0,,AIG,,,,,
26,"ConAgra, Inc.",Food,24108.9,,CAG,,,,,
27,The Kroger Company,Food & Drug Stores,23937.8,,KR,,,,,
29,Lockheed Martin Corporation,Aerospace & Defense,22853.0,,LMT,,,,,
31,The Allstate Corporation,Insurance: Property and Casualty (Stock),22793.0,,ALL,,,,,
39,International Paper Company,Forest and Paper Products,19797.0,,IP,,,,,
40,The Boeing Company,Aerospace & Defense,19515.0,,BA,,,,,
41,Xerox Corporation,"Scientific, Photographic and Control Equipment",18963.0,,XRX,,,,,
43,Johnson & Johnson,Pharmaceuticals,18842.0,,JNJ,,,,,
44,Loews Corporation,Insurance: Property and Casualty (Stock),18770.0,,L,,,,,
45,American Stores Company,Food & Drug Stores,18308.9,,AXP,,,,,
55,"Merck & Co., Inc.",Pharmaceuticals,16681.1,,MRK,,,,,
60,Intel Corporation,"Electronics, Electrical Equipment",16202.0,,INTC,,,,,
62,Minnesota Mining & Manufacturing Company,"Scientific, Photographic and Control Equipment",16105.0,,MMM,,,,,
63,"Caterpillar, Inc.",Industrial and Farm Equipment,16072.0,,CAT,,,,,
65,American Express Company,Diversified Financials,15841.0,,AXP,,,,,
77,Digital Equipment Corporation,"Computers, Office Equipment",13813.1,,GEN,,,,,
87,McKesson Corporation,Wholesalers,13325.5,,MCK,,,,,
88,The Goodyear Tire & Rubber Company,Rubber and Plastic Products,13165.9,,TGT,,,,,
90,Rockwell International Corporation,"Electronics, Electrical Equipment",13009.0,,ROK,,,,,
92,Archer Daniels Midland Company,Food,12671.9,,ADM,,,,,
95,Alcoa,Metals,12654.9,,AA,,,,,
101,SYSCO Corporation,Wholesalers,12118.0,,SYY,,,,,
1,"Wal-Mart Stores, Inc.",General Merchandisers,288189.0,,WMT,,,,,
2,Exxon Mobil Corporation,Petroleum Refining,270772.0,,XOM,,,,,
4,Ford Motor Company,Motor Vehicles & Parts,172233.0,,F,,,,,
5,General Electric Company,Diversified Financials,152363.0,,GE,,,,,
7,ConocoPhillips,Petroleum Refining,121663.0,,COP,,,,,
8,"Citigroup, Inc.",Commercial Banks,108276.0,,C,,,,,
9,"American International Group,Inc.",Insurance: Property and Casualty (Stock),98610.0,,AIG,,,,,
10,International Business Machines Corporation,"Computers, Office Equipment",96293.0,,IBM,,,,,
14,Verizon Communications Inc.,Telecommunications,71563.3,,VZ,,,,,
15,McKesson Corporation,Wholesalers: Health Care,69506.1,,MCK,,,,,
16,"Cardinal Health, Inc.",Wholesalers: Health Care,65130.6,,CAH,,,,,
17,"Altria Group, Inc.",Tobacco,64440.0,,MO,,,,,
18,Bank of America Corporation,Commercial Banks,63324.0,,BAC,,,,,
20,J.P. Morgan Chase & Co.,Commercial Banks,56931.0,,JPM,,,,,
21,The Kroger Company,Food & Drug Stores,56434.4,,KR,,,,,
22,Valero Energy Corporation,Petroleum Refining,53918.6,,VLO,,,,,
24,Pfizer Inc.,Pharmaceuticals,52921.0,,PFIZER.NS,,,,,
25,Boeing,Aerospace & Defense,52553.0,,BA,,,,,
27,Target Corporation,General Merchandisers,49934.0,,TGT,,,,,
29,Costco Wholesale Corporation,Specialty Retailers,48107.0,,COST,,,,,
30,Johnson & Johnson,Pharmaceuticals,47348.0,,JNJ,,,,,
32,Time Warner Inc.,Entertainment,42869.0,,T,,,,,
36,Morgan Stanley,Securities,39549.0,,MS,,,,,
37,"MetLife, Inc.","Insurance: Life, Health (Stock)",39535.0,,MET,,,,,
40,"UnitedHealth Group, Incorporated",Health Care: Insurance and Managed Care,37218.0,,UNH,,,,,
41,Microsoft Corporation,Computer Software,36835.0,,MSFT,,,,,
42,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",36582.0,,UPS,,,,,
47,Lockheed Martin Corporation,Aerospace & Defense,35526.0,,LMT,,,,,
49,"Motorola, Inc.",Network and Other Communications Equipment,35349.0,,MSI,,,,,
50,Intel Corporation,Semiconductors and Other Electronic Components,34209.0,,INTC,,,,,
51,The Allstate Corporation,Insurance: Property and Casualty (Stock),33936.0,,ALL,,,,,
52,Wells Fargo & Company,Commercial Banks,33876.0,,WFC,,,,,
54,The Walt Disney Company,Entertainment,30752.0,,DIS,,,,,
55,CVS Corporation,Food & Drug Stores,30594.3,,CVS,,,,,
56,AT&T Corp.,Telecommunications,30537.0,,ATT.L,,,,,
57,"Caterpillar, Inc.",Industrial and Farm Equipment,30251.0,,CAT,,,,,
58,Northrop Grumman Corporation,Aerospace & Defense,29868.0,,NOC,,,,,
59,"The Goldman Sachs Group, Inc.",Securities,29839.0,,TGS,,,,,
60,Sysco Corporation,Wholesalers: Food and Grocery,29335.4,,SYY,,,,,
61,"PepsiCo, Inc.",Food Consumer Products,29261.0,,PEP,,,,,
62,American Express Company,Diversified Financials,29115.0,,AXP,,,,,
64,"Prudential Financial, Inc.","Insurance: Life, Health (Stock)",28348.0,,PRU,,,,,
70,International Paper Company,Forest and Paper Products,26722.0,,IP,,,,,
71,"Johnson Controls, Inc.",Motor Vehicles & Parts,26553.4,,JCI,,,,,
72,"Tyson Foods, Inc.",Food Production,26441.0,,TSN,,,,,
75,Honeywell International Inc.,Aerospace & Defense,25601.0,,HON,,,,,
77,Best Buy Co. Inc.,Specialty Retailers,24901.0,,BBY,,,,,
78,FedEx Corporation,"Mail, Package, and Freight Delivery",24710.0,,FDX,,,,,
79,"Alcoa, Inc.",Metals,23960.0,,AA,,,,,
84,"Merck & Co., Inc.",Pharmaceuticals,22938.6,,MRK,,,,,
88,The Hartford Financial Services Group Inc.,Insurance: Property and Casualty (Stock),22693.0,,HFF.BE,,,,,
89,Weyerhaeuser Company,Forest and Paper Products,22665.0,,WY,,,,,
91,"Cisco Systems, Inc.",Network and Other Communications Equipment,22045.0,,CSCO,,,,,
94,"Lehman Brothers Holdings, Inc.",Securities,21250.0,,LEHNQ,,,,,
96,"Plains All American Pipeline, L.P.",Pipelines,20975.5,,PAA,,,,,
100,Abbott Laboratories,Pharmaceuticals,20473.1,,ABT,,,,,
101,Halliburton Company,"Oil and Gas Equipment, Services",20466.0,,HAL,,,,,
1,"Wal-Mart Stores, Inc.",General Merchandisers,219812.0,,WMT,,,,,
2,Exxon Mobil Corporation,Petroleum Refining,191581.0,,XOM,,,,,
4,Ford Motor Company,Motor Vehicles & Parts,162412.0,,F,,,,,
6,General Electric Company,Diversified Financials,125913.0,,GE,,,,,
7,"Citigroup, Inc.",Diversified Financials,112022.0,,C,,,,,
9,International Business Machines Corporation,"Computers, Office Equipment",85866.0,,IBM,,,,,
10,Philip Morris Companies Inc.,Tobacco,72944.0,,TABAK.PR,,,,,
11,Verizon Communications Inc.,Telecommunications,67190.0,,VZ,,,,,
12,"American International Group,Inc.",Insurance: Property and Casualty (Stock),62402.0,,AIG,,,,,
14,Duke Energy Corporation,Energy,59503.0,,DUK,,,,,
15,AT&T Corp.,Telecommunications,59142.0,,ATT.L,,,,,
16,The Boeing Company,Aerospace & Defense,58198.0,,BA,,,,,
19,Bank of America Corporation,Commercial Banks,52641.0,,BAC,,,,,
20,Fannie Mae,Diversified Financials,50803.0,,FNMA,,,,,
21,J.P. Morgan Chase & Co.,Commercial Banks,50429.0,,JPM,,,,,
22,The Kroger Company,Food & Drug Stores,50098.0,,KR,,,,,
23,"Cardinal Health, Inc.",Wholesalers: Health Care,47947.6,,CAH,,,,,
24,"Merck & Co., Inc.",Pharmaceuticals,47715.7,,MRK,,,,,
26,"Reliant Energy, Incorporated",Energy,46225.8,,RELIANCE.NS,,,,,
29,Morgan Stanley Dean Witter & Co.,Securities,43727.0,,MS,,,,,
31,McKesson Corporation,Wholesalers: Health Care,42010.0,,MCK,,,,,
34,Target Corporation,General Merchandisers,39888.0,,TGT,,,,,
41,Freddie Mac,Diversified Financials,35523.0,,FMCC,,,,,
44,Costco Wholesale Corporation,Specialty Retailers,34797.0,,COST,,,,,
47,Johnson & Johnson,Pharmaceuticals,33004.0,,JNJ,,,,,
49,Pfizer Inc.,Pharmaceuticals,32259.0,,PFIZER.NS,,,,,
51,MetLife Inc.,"Insurance: Life, Health (Stock)",31928.0,,MET,,,,,
54,"Goldman Sachs Group, Inc.",Securities,31138.0,,GS,,,,,
55,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",30646.0,,UPS,,,,,
56,"Motorola, Inc.",Network and Other Communications Equipment,30004.0,,MSI,,,,,
57,The Allstate Corporation,Insurance: Property and Casualty (Stock),28865.0,,ALL,,,,,
61,"ConAgra Foods, Incorporated",Food Consumer Products,27194.2,,CAG,,,,,
62,"Prudential Financial, Inc.","Insurance: Life, Health (Stock)",27177.0,,PRU,,,,,
63,"PepsiCo, Inc.",Beverages,26935.0,,PEP,,,,,
64,Wells Fargo & Co.,Commercial Banks,26891.0,,WFC,,,,,
65,Intel,Semiconductors and Other Electronic Components,26539.0,,INTC,,,,,
66,International Paper Company,Forest and Paper Products,26363.0,,IP,,,,,
72,Microsoft Corporation,Computer Software,25296.0,,MSFT,,,,,
73,The Walt Disney Company,Entertainment,25269.0,,DIS,,,,,
77,Lockheed Martin Corporation,Aerospace & Defense,24793.0,,LMT,,,,,
83,Honeywell International Inc.,Aerospace & Defense,23652.0,,HON,,,,,
84,"UnitedHealth Group, Incorporated",Health Care,23454.0,,UNH,,,,,
88,"Alcoa, Inc.",Metals,22859.0,,AA,,,,,
89,American Express Company,Diversified Financials,22582.0,,AXP,,,,,
92,"Cisco Systems, Inc.",Network and Other Communications Equipment,22293.0,,CSCO,,,,,
93,CVS Corporation,Food & Drug Stores,22241.4,,CVS,,,,,
95,Sysco Corporation,Wholesalers: Food and Grocery,21784.5,,SYY,,,,,
97,Electronic Data Systems Corporation,Computer And Data Services,21543.0,,EA,,,,,
98,"Caterpillar, Inc.",Industrial and Farm Equipment,20450.0,,CAT,,,,,
100,Archer Daniels Midland Company,Food Production,20051.4,,ADM,,,,,
101,"AutoNation, Inc.","Automotive Retailing, Services",19989.3,,AN,,,,,
1,"Wal-Mart Stores, Inc.",General Merchandisers,246525.0,,WMT,,,,,
3,Exxon Mobil Corporation,Petroleum Refining,182466.0,,XOM,,,,,
4,Ford Motor Company,Motor Vehicles & Parts,163630.0,,F,,,,,
5,General Electric Company,Diversified Financials,131698.0,,GE,,,,,
6,"Citigroup, Inc.",Commercial Banks,100789.0,,C,,,,,
8,International Business Machines Corporation,"Computers, Office Equipment",83132.0,,IBM,,,,,
9,"American International Group,Inc.",Insurance: Property and Casualty (Stock),67722.8,,AIG,,,,,
10,Verizon Communications Inc.,Telecommunications,67625.0,,VZ,,,,,
11,"Altria Group, Inc.",Tobacco,62182.0,,MO,,,,,
12,ConocoPhillips,Petroleum Refining,58394.0,,COP,,,,,
15,The Boeing Company,Aerospace & Defense,54069.0,,BA,,,,,
16,Fannie Mae,Diversified Financials,52901.1,,FNMA,,,,,
17,"Merck & Co., Inc.",Pharmaceuticals,51790.3,,MRK,,,,,
18,The Kroger Company,Food & Drug Stores,51759.5,,KR,,,,,
19,"Cardinal Health, Inc.",Wholesalers: Health Care,51135.7,,CAH,,,,,
20,McKesson Corporation,Wholesalers: Health Care,50006.0,,MCK,,,,,
22,AT&T,Telecommunications,46727.0,,ATT.L,,,,,
23,Bank of America Corporation,Commercial Banks,45732.0,,BAC,,,,,
25,Target Corporation,General Merchandisers,43917.0,,TGT,,,,,
26,J.P. Morgan Chase & Co.,Commercial Banks,43372.0,,JPM,,,,,
32,Freddie Mac,Diversified Financials,39663.0,,FMCC,,,,,
33,Costco Wholesale Corporation,Specialty Retailers,38762.5,,COST,,,,,
34,Johnson & Johnson,Pharmaceuticals,36298.0,,JNJ,,,,,
37,Pfizer Inc.,Pharmaceuticals,35281.0,,PFIZER.NS,,,,,
38,MetLife Inc.,"Insurance: Life, Health (Stock)",34055.0,,MET,,,,,
40,Morgan Stanley,Securities,32415.0,,MS,,,,,
43,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",31272.0,,UPS,,,,,
44,The Allstate Corporation,Insurance: Property and Casualty (Stock),29579.0,,ALL,,,,,
46,Wells Fargo & Co.,Commercial Banks,28473.0,,WFC,,,,,
47,Microsoft Corporation,Computer Software,28365.0,,MSFT,,,,,
50,"ConAgra Foods, Incorporated",Food Consumer Products,27629.6,,CAG,,,,,
56,Lockheed Martin Corporation,Aerospace & Defense,26806.0,,LMT,,,,,
57,"Prudential Financial, Inc.","Insurance: Life, Health (Stock)",26797.0,,PRU,,,,,
58,Intel,Semiconductors and Other Electronic Components,26764.0,,INTC,,,,,
59,"Motorola, Inc.",Network and Other Communications Equipment,26679.0,,MSI,,,,,
60,"Lowe's Companies, Inc.",Specialty Retailers,26490.9,,LOW,,,,,
61,The Walt Disney Company,Entertainment,25329.0,,DIS,,,,,
62,"PepsiCo, Inc.",Food Consumer Products,25112.0,,PEP,,,,,
63,"UnitedHealth Group, Incorporated",Health Care,25020.0,,UNH,,,,,
64,International Paper Company,Forest and Paper Products,24976.0,,IP,,,,,
68,CVS Corporation,Food & Drug Stores,24181.5,,CVS,,,,,
69,American Express Company,Diversified Financials,23807.0,,AXP,,,,,
71,Archer Daniels Midland Company,Food Production,23453.6,,ADM,,,,,
72,"Tyson Foods, Inc.",Food Production,23367.0,,TSN,,,,,
73,Sysco Corporation,Wholesalers: Food and Grocery,23350.5,,SYY,,,,,
75,"Goldman Sachs Group, Inc.",Securities,22854.0,,GS,,,,,
78,Honeywell International Inc.,Aerospace & Defense,22274.0,,HON,,,,,
80,Electronic Data Systems Corporation,Computer And Data Services,21782.0,,EA,,,,,
82,"Alcoa, Inc.",Metals,20618.0,,AA,,,,,
83,FedEx Corporation,"Mail, Package, and Freight Delivery",20607.0,,FDX,,,,,
85,"Caterpillar, Inc.",Industrial and Farm Equipment,20152.0,,CAT,,,,,
86,"Johnson Controls, Inc.",Motor Vehicles & Parts,20103.4,,JCI,,,,,
87,CIGNA Corporation,Health Care,19915.0,,CI,,,,,
91,Best Buy Co. Inc.,Specialty Retailers,19597.0,,BBY,,,,,
93,"AutoNation, Inc.","Automotive Retailing, Services",19478.5,,AN,,,,,
95,"Cisco Systems, Inc.",Network and Other Communications Equipment,18915.0,,CSCO,,,,,
96,Weyerhaeuser Company,Forest and Paper Products,18521.0,,WY,,,,,
99,Northrop Grumman Corporation,Aerospace & Defense,17837.0,,NOC,,,,,
100,Abbott Laboratories,Pharmaceuticals,17684.7,,ABT,,,,,
1,"Wal-Mart Stores, Inc.",General Merchandisers,258681.0,,WMT,,,,,
2,Exxon Mobil Corporation,Petroleum Refining,213199.0,,XOM,,,,,
4,Ford Motor Company,Motor Vehicles & Parts,164496.0,,F,,,,,
5,General Electric Company,Diversified Financials,134187.0,,GE,,,,,
7,ConocoPhillips,Petroleum Refining,99468.0,,COP,,,,,
8,"Citigroup, Inc.",Commercial Banks,94713.0,,C,,,,,
9,International Business Machines Corporation,"Computers, Office Equipment",89131.0,,IBM,,,,,
10,"American International Group,Inc.",Insurance: Property and Casualty (Stock),81300.0,,AIG,,,,,
12,Verizon Communications Inc.,Telecommunications,67752.0,,VZ,,,,,
15,"Altria Group, Inc.",Tobacco,60704.0,,MO,,,,,
16,McKesson Corporation,Wholesalers: Health Care,57129.2,,MCK,,,,,
17,"Cardinal Health, Inc.",Wholesalers: Health Care,56829.5,,CAH,,,,,
19,The Kroger Company,Food & Drug Stores,53790.8,,KR,,,,,
20,Fannie Mae,Diversified Financials,53766.9,,FNMA,,,,,
21,The Boeing Company,Aerospace & Defense,50485.0,,BA,,,,,
23,Target Corporation,General Merchandisers,48163.0,,TGT,,,,,
24,Bank of America Corporation,Commercial Banks,48065.0,,BAC,,,,,
25,Pfizer Inc.,Pharmaceuticals,45950.0,,PFIZER.NS,,,,,
26,J.P. Morgan Chase & Co.,Commercial Banks,44363.0,,JPM,,,,,
27,Time Warner Inc.,Entertainment,43877.0,,T,,,,,
29,Costco Wholesale Corporation,Specialty Retailers,42545.6,,COST,,,,,
30,Johnson & Johnson,Pharmaceuticals,41862.0,,JNJ,,,,,
34,Valero Energy Corp,Petroleum Refining,37968.6,,VLO,,,,,
36,MetLife Inc.,"Insurance: Life, Health (Stock)",36261.0,,MET,,,,,
39,Morgan Stanley,Securities,34933.0,,MS,,,,,
40,AT&T,Telecommunications,34529.0,,ATT.L,,,,,
42,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",33485.0,,UPS,,,,,
46,Microsoft Corporation,Computer Software,32187.0,,MSFT,,,,,
47,The Allstate Corporation,Insurance: Property and Casualty (Stock),32149.0,,ALL,,,,,
48,Lockheed Martin Corporation,Aerospace & Defense,31844.0,,LMT,,,,,
49,Wells Fargo,Commercial Banks,31800.0,,WFC,,,,,
50,"Lowe's Companies, Inc.",Specialty Retailers,31263.0,,LOW,,,,,
53,Intel Corporation,Semiconductors and Other Electronic Components,30141.0,,INTC,,,,,
54,"UnitedHealth Group, Incorporated",Health Care,28823.0,,UNH,,,,,
55,Northrop Grumman Corporation,Aerospace & Defense,28686.0,,NOC,,,,,
57,"Prudential Financial, Inc.","Insurance: Life, Health (Stock)",27907.0,,PRU,,,,,
60,The Walt Disney Company,Entertainment,27061.0,,DIS,,,,,
61,"Motorola, Inc.",Network and Other Communications Equipment,27058.0,,MSI,,,,,
62,"PepsiCo, Inc.",Food Consumer Products,26971.0,,PEP,,,,,
63,CVS Corporation,Food & Drug Stores,26588.0,,CVS,,,,,
66,Sysco Corporation,Wholesalers: Food and Grocery,26140.3,,SYY,,,,,
69,American Express Company,Diversified Financials,25866.0,,AXP,,,,,
71,International Paper Company,Forest and Paper Products,25200.0,,IP,,,,,
72,"Tyson Foods, Inc.",Food Production,24549.0,,TSN,,,,,
74,"Goldman Sachs Group, Inc.",Securities,23623.0,,GS,,,,,
75,Duke Energy,Energy,23483.0,,DUK,,,,,
76,Honeywell International Inc.,Aerospace & Defense,23103.0,,HON,,,,,
77,"Caterpillar, Inc.",Industrial and Farm Equipment,22763.0,,CAT,,,,,
78,Best Buy Co. Inc.,Specialty Retailers,22673.0,,BBY,,,,,
79,"Johnson Controls, Inc.",Motor Vehicles & Parts,22646.0,,JCI,,,,,
82,FedEx Corporation,"Mail, Package, and Freight Delivery",22487.0,,FDX,,,,,
83,"Merck & Co., Inc.",Pharmaceuticals,22485.9,,MRK,,,,,
84,"ConAgra Foods, Incorporated",Food Consumer Products,22052.5,,CAG,,,,,
86,"Alcoa, Inc.",Metals,21728.0,,AA,,,,,
87,Electronic Data Systems,Computer And Data Services,21596.0,,EA,,,,,
89,Comcast Corporation,Telecommunications,21263.0,,CMCSA,,,,,
95,Weyerhaeuser Company,Forest and Paper Products,19873.0,,WY,,,,,
96,Abbott Laboratories,Pharmaceuticals,19680.6,,ABT,,,,,
97,"AutoNation, Inc.","Automotive Retailing, Services",19381.1,,AN,,,,,
100,"Cisco Systems, Inc.",Network and Other Communications Equipment,18878.0,,CSCO,,,,,
